CS_COMPANY_ID|*|BUSINESS_NAME|*|COMPANY_REGISTRATION_NUMBER|*|FINANCIAL_YEAR|*|NUMBER_OF_WEEKS|*|CURRENCY|*|CONSOLIDATED_ACCOUNTS|*|REVENUE|*|OPERATING_COSTS|*|OPERATING_PROFIT|*|WAGES_AND_SALARIES|*|PENSION_COSTS|*|DEPRECIATION|*|AMORTISATION|*|FINANCIAL_INCOME|*|FINANCIAL_EXPENSES|*|EXTRAORDINARY_INCOME|*|EXTRAORDINARY_COSTS|*|PROFIT_BEFORE_TAX|*|TAX|*|PROFIT_AFTER_TAX|*|DIVIDENDS|*|MINORITY_INTERESTS|*|OTHER_APPROPRIATIONS|*|RETAINED_PROFIT
NL02059024|*|WRI-TECH Industrial Services Holland B.V.|*|34152729|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02059765|*|Atlantic Realty Investments B.V.|*|34153960|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02062030|*|Beheermaatschappij Pascal Beenders B.V.|*|34157482|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02063603|*|Autohandel Zethof & van Schie B.V.|*|34160033|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02064237|*|Jain Overseas B.V.|*|34161054|*|31-03-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02067472|*|Leute Holding B.V.|*|34166265|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02069476|*|Sake Beleggingen B.V.|*|34169094|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02070622|*|Wes-Dai Holding B.V.|*|34170792|*|31-12-2019|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02070622|*|Wes-Dai Holding B.V.|*|34170792|*|31-12-2020|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02071127|*|EVM Consulting B.V.|*|34171533|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02078303|*|Mamaisa B.V.|*|34182316|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02079103|*|Merin B.V.|*|34183271|*|31-12-2023|*|52|*|EUR|*|Y|*||*||*|-47035000|*||*||*|47000|*||*||*|60523000|*|0|*|0|*|-107558000|*|-6246000|*|-101312000|*||*||*||*|-101312000
NL02079212|*|Publièra B.V.|*|34183397|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02080500|*|GO Investments B.V.|*|34185121|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02083628|*|CONFUCIUS HOLDING B.V.|*|34189445|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02084748|*|Superflex Europe B.V.|*|34190991|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02086673|*|Gilhuis B.V.|*|34193545|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02087405|*|Integrated Glass Systems B.V.|*|34194585|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02087539|*|Leo Echteld Holding B.V.|*|34194768|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02089873|*|Leopart Amsterdam B.V.|*|34197876|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02094143|*|Osaki.Altman.Kirby B.V.|*|34202940|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02094751|*|Comrest Established '87 B.V.|*|34203689|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02096401|*|RSmit B.V.|*|34205832|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02103355|*|Groen Lifttechniek B.V.|*|34214571|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02106319|*|Gjalt van Rutten Beheer B.V.|*|34217791|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02106607|*|Affinity Petcare Nederland B.V.|*|34218127|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02107108|*|BergTopadvies B.V.|*|34218674|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02107108|*|BergTopadvies B.V.|*|34218674|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02107732|*|J.A. Faber Holding B.V.|*|34219245|*|31-12-2021|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02112408|*|AAC Capital Partners Holding B.V.|*|34224791|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02114386|*|Marlijn Consultancy B.V.|*|34227056|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02116813|*|Corcyra B.V.|*|34229768|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02121587|*|Brederoode Beheer B.V.|*|34235026|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02121800|*|Limon Beheer B.V.|*|34235267|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL02122039|*|Tania Vastgoed Holding B.V.|*|34235525|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04398674|*|Hinkamp B.V.|*|67526470|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04398745|*|TK Holding B.V.|*|67527434|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04398952|*|HOOAC Holding B.V.|*|67529941|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04399846|*|Bramée Holding B.V.|*|67541380|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04401342|*|Van Amstel - Smits B.V.|*|67548105|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04401357|*|Slow Money B.V.|*|67548261|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04401524|*|B.V. Smidschor|*|67550452|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04401926|*|TDJ B.V.|*|67555322|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04409342|*|Phi Mu Rho Holding B.V.|*|67640109|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04409846|*|Delta Sigma Psi B.V.|*|67645976|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04412297|*|Finleasa B.V.|*|67658881|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04416258|*|Together Works B.V.|*|67704379|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04417267|*|Fena B.V.|*|67716040|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04417421|*|Zweminstituut I B.V.|*|67717829|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04421759|*|Ed Bakker Beheer B.V.|*|67750397|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04421875|*|BRS Bouw B.V.|*|67751806|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04424899|*|Scenario's 4 Summits Global Holding B.V.|*|67786634|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04434572|*|KGM Techniek Utiliteit B.V.|*|67879772|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04435094|*|B. Melis Holding B.V.|*|67885993|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04435191|*|TJL Holding B.V.|*|67887139|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04437374|*|dcentralized B.V.|*|67912850|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04437606|*|appsemble B.V.|*|67915582|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04437623|*|lawyerless B.V.|*|67915787|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04443493|*|Cobytes B.V.|*|67974139|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04448335|*|Ibound B.V.|*|68021755|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04456671|*|Josh Baskin B.V.|*|68099711|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04458006|*|A Big Day for Jimmy B.V.|*|68115776|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04459640|*|ELSHOT Beheer B.V.|*|68134983|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04459901|*|Kinderdagverblijf Snuffie B.V.|*|68138008|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04463125|*|MeerRo Holding B.V.|*|68165404|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04463321|*|Multi Company Investments B.V.|*|68167679|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04463781|*|Heemskerk Sports & Games B.V.|*|68173199|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04464612|*|Ekopartners B.V.|*|68182880|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04464894|*|Chiropractie Alexander B.V.|*|68186398|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04468308|*|JR&D services B.V.|*|68214782|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04468479|*|Orlux Spaar B.V.|*|68216815|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04470537|*|Sakana Vastgoed B.V.|*|68241364|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04471242|*|Mussius Advies B.V.|*|68249861|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04475218|*|Burgers Hengsten B.V.|*|68287348|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04475952|*|Constant Holding B.V.|*|68296045|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04476215|*|Constant Vastgoed B.V.|*|68299117|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04476217|*|Chris Constant Makelaardij B.V.|*|68299133|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04480323|*|Kwekerij Verhoeven B.V.|*|68339208|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04483351|*|TSVW Holding B.V.|*|68366736|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04483505|*|Watch Shops Europe B.V.|*|68368690|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04484354|*|Ingena Trans B.V.|*|68378777|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04487281|*|We Are Golf B.V.|*|68412312|*|31-12-2020|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04487281|*|We Are Golf B.V.|*|68412312|*|31-12-2021|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04487281|*|We Are Golf B.V.|*|68412312|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04488108|*|Bartosz Holding B.V.|*|68422164|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04488315|*|Van der Sanden Beheer B.V.|*|68424604|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04488390|*|Waarde voor Waarde B.V.|*|68425538|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04491057|*|Mannen van Waarde B.V.|*|68445717|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04494486|*|Bakker Noordwijk B.V.|*|68485808|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04494493|*|S. Scheffers Holding B.V.|*|68485875|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04495037|*|Berkborg B.V.|*|68492219|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04499980|*|HES Schilderwerken en Onderhoud B.V.|*|68539088|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04500181|*|Alta Medical B.V.|*|68541392|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06030723|*|Paul Hoppe Architect B.V.|*|85402230|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06030792|*|Interimwijzer B.V.|*|85403032|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06034279|*|F3 Truck Parts B.V.|*|85443166|*|31-12-2022|*|48|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06038534|*|Keijsper Beheer B.V.|*|85485004|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06038748|*|Keijsper Consultancy B.V.|*|85487406|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06040883|*|Glory Management & Consulting B.V.|*|85512168|*|31-12-2022|*|48|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06042822|*|STM Oirschot B.V.|*|85534404|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06043911|*|Gervo Infra B.V.|*|85540366|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06044346|*|ModiWorks Automotive B.V.|*|85545317|*|31-12-2022|*|43|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06047198|*|Sociale Coöperatie Vidi U.A.|*|85578290|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06049038|*|Kracht in Omgeving B.V.|*|85599417|*|31-12-2022|*|43|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06051197|*|Pimmit IT B.V.|*|85616761|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06053291|*|Van Dijk Transportmiddelen B.V.|*|85640778|*|31-12-2022|*|39|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06054270|*|C. Faas Holding B.V.|*|85652113|*|31-12-2022|*|43|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06054271|*|Chantal Faas B.V.|*|85652121|*|31-12-2022|*|43|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06060193|*|Ad Solis B.V.|*|85713430|*|31-12-2022|*|43|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06060835|*|Innofeet Holding B.V.|*|85720771|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06064913|*|UPARQ Hoogvliet B.V.|*|85766720|*|31-12-2022|*|43|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06066636|*|1108 B.V.|*|85787124|*|31-12-2023|*|95|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06066754|*|Rademaker Management B.V.|*|85788473|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06067349|*|Rademaker Advies B.V.|*|85795305|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06068465|*|Rococo Projectontwikkeling IV B.V.|*|85808288|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06075064|*|Amazon Fulfillment Netherlands B.V.|*|85869104|*|31-12-2023|*|91|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06075108|*|DIM Beheer B.V.|*|85869619|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06077466|*|DIM Arbeidsmobiliteit B.V.|*|85895989|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06077695|*|R.F.R. Timmermans Holding B.V.|*|85898619|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06078105|*|Schuiling Management Consultancy B.V.|*|85903183|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06081038|*|Fred de Munnik B.V.|*|85936227|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06081132|*|Marcel de Munnik B.V.|*|85937320|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06082054|*|BenBink Holding B.V.|*|85947881|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06082150|*|Miltob Holding B.V.|*|85948993|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06082363|*|Floresdental B.V.|*|85951404|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06082403|*|De Munnik B.V.|*|85951854|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06082790|*|BenBink B.V.|*|85956198|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06082792|*|Miltob B.V.|*|85956228|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06082850|*|Maik van Dijk Onroerend Goed B.V.|*|85956902|*|31-12-2022|*|39|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06082933|*|JOR ENERGY B.V.|*|85957852|*|31-12-2023|*|91|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06083523|*|Van Dijk Koeriers en Transportdiensten B.V.|*|85964492|*|31-12-2022|*|39|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06085541|*|Hupe Onroerend Goed B.V.|*|85978671|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06086923|*|Autobedrijf JST B.V.|*|85994146|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06102684|*|Outsider Security Holding B.V.|*|86161083|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06103057|*|Guven Infra B.V.|*|86165305|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06103426|*|Outsider Security B.V.|*|86169602|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06109341|*|Energy Mexico Holdings B.V.|*|86232541|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06110124|*|Mantablauw Holding B.V.|*|86241583|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06110196|*|Airco Xtra B.V.|*|86242415|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06115582|*|Toko Thijs B.V.|*|86297384|*|31-12-2022|*|35|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06118106|*|Andora Trading B.V.|*|86320696|*|31-12-2023|*|87|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06122875|*|JEK Group B.V.|*|86375725|*|31-12-2022|*|35|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06122875|*|JEK Group B.V.|*|86375725|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06124269|*|Humble Recruitment B.V.|*|86385283|*|31-12-2022|*|35|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06125765|*|SDS Julia B.V.|*|86402587|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06125769|*|SDS Lina B.V.|*|86402625|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06139320|*|Target Projects B.V.|*|86544578|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL06139665|*|NAS Pro Real Estate B.V.|*|86548492|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
