CS_COMPANY_ID|BUSINESS_NAME|COMPANY_REGISTRATION_NUMBER|ADDRESS1|ADDRESS2|ADDRESS3|ADDRESS4|ADDRESS5|ADDRESS_TYPE
BE02516943|DUSAR, MICHAËL|838727722||||||1
BE01561809|VERLINDEN EN STOK NV|424306308|ONDERNEMERSSTRAAT|4||2500|LIER|1
BE01816726|DE MAERE, ANDRÉ|646245771||||||1
BE12705880|LAURENT, MILAN|757569901||||||1
BE13767143|MAQUET CONSTRUCT SRL|773813936|AVENUE DE PHILIPPEVILLE|151 / 21||6001|CHARLEROI|1
BE13767143|MAQUET CONSTRUCT|2321399842|Rue de Nalinnes|228||6001|Charleroi|0
BE14373068|OKER VOF|781529394|ROBERT MOLSSTRAAT|16||2018|ANTWERPEN|1
BE14373068|OKER|2327882214|Robert Molsstraat|16||2018|Antwerpen|0
BE13283481|YAMMYOU PELT BV|767506758|STATIONSSTRAAT|9 / 2||3910|PELT|1
BE13283481|YAMMYOU|2355757341|Hasseltsestraat|48||3290|Diest|0
BE05294530|STOFFELS, HANNA|687545304||||||1
BE05294530|Hanna Stoffels|2271321514|Am Giesebruch|15||4700|Eupen|0
BE15941713|JAYVEE BV|795171752|GLABBEEKSESTEENWEG|58||3390|TIELT-WINGE|1
BE15941713|Jayvee|2339425808|Driesstraat|48||3550|Heusden-Zolder|0
BE02035408|HOMAN, CLAUDIA|525598062||||||1
BE02035408||2074640849|Valkenbergstraat|24||9660|Brakel|0
BE14483893|SG GROUP SRL|783239762|AVENUE DE L'INDÉPENDANCE|55||4020|LIÈGE|1
BE14483893|SG GROUP|2329720165|Avenue de l'Indépendance|55||4020|Liège|0
BE15363928|MALNOURY, GAUTHIER|787261205||||||1
BE15363928|CPiG|2332114481|Sentier du Chafor|2||5030|Gembloux|0
BE14242892|BE ON SRL|780353221|ESPLANADE SIMONE VEIL|1||4000|LIÈGE|1
BE14242892|BE ON|2326451661|Esplanade Simone VEIL|1||4000|Liège|0
BE01513939|BELGIAN FINANCE COMPANY NV|402785669|JAN VAN RIJSWIJCKLAAN|184||2020|ANTWERPEN|1
BE06370950|REYNÉ, SHARON|702984338||||||1
BE06370950||2279139120|Gontrode Heirweg|58||9090|Melle|0
BE01468437|GOUWY, EVELYNE|832302164||||||1
BE09375694|DE MOT, LOUISE|724921778|AVENUE COGHEN|39 / 2||1180|UCCLE|1
BE09375694||2339268133|Rue des Déportés Anderlechtois|21||1070|Anderlecht|0
BE05088360|ROCKET BV|682977097|BORZESTRAAT|32||2800|MECHELEN|1
BE05088360|Marcello|2355779513|Borzestraat|28||2800|Mechelen|0
BE03729665|CLÉMENT, DIMITRI|655730292||||||1
BE03729665|C²REATOR|2253182217|Deurnestraat|58||2640|Mortsel|0
BE00171861|IMMO KRIZFREE NV|430858756|KERKSTRAAT|27||3940|HECHTEL-EKSEL|1
BE00171861|IMMO KRIZFREE|2033066748|Kerkstraat|27||3940|Hechtel-Eksel|0
BE09350118|NVRMND|724585347|HENRI DOTREMONTSTRAAT|61||3320|HOEGAARDEN|1
BE09350118|NVRMND|2288188428|Henri Dotremontstraat|61||3320|Hoegaarden|0
BE10225712|STEFAN K|740652705|RIJKENHOEKSTRAAT|1A||3191|BOORTMEERBEEK|1
BE10225712|Stefan K|2297743126|Harentstraat|70||2820|Bonheiden|0
BE02614453|EMLO BV|508728079|VISSERSLAAN|45||8660|DE PANNE|1
BE02614453|EMLO|2216531261|Visserslaan|45||8660|De Panne|0
BE00023883|AVEVE BV|403552464|AARSCHOTSESTEENWEG|84||3012|LEUVEN|1
BE00023883|Eurotuin Deinze|2352066985|Gaversesteenweg|224||9800|Deinze|0
BE00023883|Eurotuin Ophasselt|2352066886|Brambroek(Oph)|27||9500|Geraardsbergen|0
BE00023883|Eurotuin Merelbeke|2352066787|Fraterstraat|111||9820|Merelbeke|0
BE13618135|TEXSOI SA|772755448|CLOS DU GÉNÉRAL DOMON|7||1380|LASNE|1
BE13618135|TEXSOI|2355763378|Grand-Place|31||7700|Mouscron|0
BE13328098|LOGGHE – DE PRÉ BV|768242671|KONINGIN ELISABETHLAAN|83||8000|BRUGGE|1
BE02189404|LA GARDENIA SC (AS)|430680493|CHAUSSÉE DE NIVELLES|3||6041|CHARLEROI|1
BE02316793|VANDENDORPE, BERNADETTE|852174001||||||1
BE02316793||2103405210|Chemin d'Hollain(RON)|2||7623|Brunehaut|0
BE02035389|SMET, EDDY|511901167||||||1
BE02035389|E.W.K. SMET|2091771940|Vrijhandelstraat|47||2170|Antwerpen|0
BE15790862|TUN, NANG|793321725||||||1
BE15790862|Tai hands|2337707621|Klapperstraat(BEV)|247||9120|Beveren|0
BE10879721|KIRUA BV|752966260|AVENUE DE LA CHASSE|133||1040|ETTERBEEK|1
BE10879721|KIRUA|2306114424|Avenue de la Chasse|133||1040|Etterbeek|0
BE16831631|LASNA BV|1000019817|PATIJNTJESTRAAT|86||9000|GENT|1
BE16831631|Lasna|2351664733|Patijntjestraat|86||9000|Gent|0
BE14841958|ANGÉ, ALICIA|786861822||||||1
BE14841958|L'agence.A|2331781416|Rue de la Gare|18||6880|Bertrix|0
BE12928301|24 VOLTS BV|761445644|KONINGIN ASTRIDLAAN|59 / A||1780|WEMMEL|1
BE12928301|24 VOLTS|2313157614|Rue de la Croix|43||1420|Braine-l'Alleud|0
BE00556742|WYNANTS, MARC|533492575||||||1
BE00556742||2028694721|Oude Vijvestraat|6||8790|Waregem|0
BE02317347|BASTIAANSEN, WILHELMUS|852472820||||||1
BE02317347||2104171411|Meersel|27||2328|Hoogstraten|0
BE15411222|FP LOGISTICS CONSULTING SRL|787478068|RUE DU PARC|14||4432|ANS|1
BE15411222|FP LOGISTICS CONSULTING|2340961970|Rue Louis Debatty|7||4260|Braives|0
BE16946280|BROTHERS.FOOD COMPANY BV|1001293980|NEERHOFSTRAAT|64 / 202||1700|DILBEEK|1
BE16946280||2351326916||||||0
BE16651977|PEREZ MAROTO, DIEGO|803919172||||||1
BE16651977||2347080789|Rue Lambert Vandervelde|84||1170|Watermael-Boitsfort|0
BE04806262|VERCAMMEN, MAGALI|677848470||||||1
BE02887563|VERKENS, KELLY|847265702||||||1
BE02887563|Verkens Kelly|2210652368|Weggevoerdenlaan|8||8930|Menen|0
BE15784694|GABY DECOR BV|793302424|JOZEF VAN ELEWIJCKSTRAAT|22 / 7||1853|GRIMBERGEN|1
BE15784694|GABY DECOR|2337475514|Rue Esseghem|43||1090|Jette|0
BE15583942|STERENO BV|790195157|HAZENDANS|1 / 7||3730|HOESELT|1
BE15583942|STERENO|2334664987|Graethemstraat|8||3840|Borgloon|0
BE16307141|MYMRYK, NAZARII|800325323||||||1
BE16307141||2343666884|Lange Herentalsestraat|114||2018|Antwerpen|0
BE02402066|JACOBS, RONNY|551726496||||||1
BE02402066||2063650254|Chaussée de Ninove|523||1070|Anderlecht|0
BE14781790|STM COMPANY BV|785914784|BRUSSELSESTEENWEG|292||3090|OVERIJSE|1
BE14781790|STM COMPANY|2331281667|Avenue de l'Arbre Ballon|30||1090|Jette|0
BE01515271|TRAVAUX METALLIQUES R. LORENT SPRL|401601279|RUE LONGUENOUE|7||6120|HAM-SUR-HEURE-NALINNES|1
BE17054013|IZIKY BAZAR SRL|1002623375|RUE DES BATELIERS|2 / 4||6030|CHARLEROI|1
BE17054013||2352685213||||||0
BE00593577|ALCAIDE, MANUEL|578804641||||||1
BE00593577||2237408235|Nijverheidsstraat|193||1800|Vilvoorde|0
BE01513053|USINES ROIJER AL-RO BVBA|402652245|STATIONSSTRAAT|120||1700|DILBEEK|1
BE02847786|POTY, GAËLLE|554811591||||||1
BE02847786|POTY GAELLE|2231828953|Place Albert 1er(BUZ)|10B||6230|Pont-à-Celles|0
BE17201534|SCHOOVAERTS CONSTRUCT BV|1004127073|LANGSTRAAT|27||2223|HEIST-OP-DEN-BERG|1
BE17201534||2355734278|Langstraat|27||2223|Heist-op-den-Berg|0
BE09311972|DUXOV BVBA|723613961|RUE VANDENHOVEN|93||1200|WOLUWE-SAINT-LAMBERT|1
BE09311972|ROOFCARE|2346684673|Mechelsesteenweg|586C||1800|Vilvoorde|0
BE09311972|DUXOV|2302650831|Nieuwstraat|60||1800|Vilvoorde|0
BE16535419|WASSEPOESTER NV|802634616|DE LEESCORFSTRAAT|38||2140|ANTWERPEN|1
BE16535419|WASSALON WASSEPOESTER SEEFHOEK|2355742691|Onderwijsstraat|29||2060|Antwerpen|0
BE16535419|WASSALON WASSEPOESTER DEURNE|2355742790|Gallifortlei|106||2100|Antwerpen|0
BE16535419|LAVOIR LAUNDRILLON|2355742889|Rue de Namur|72||1300|Wavre|0
BE16535419|WASSALON WASSEPOESTER ZOERSEL|2355742988|Handelslei|248||2980|Zoersel|0
BE10094630|COMHAIR, WILLY|737899586||||||1
BE15833647|ASPIRO BV|793818405|HEERWEG|10||8400|OOSTENDE|1
BE15833647|Aspiro|2338426015|Heerweg|10||8400|Oostende|0
BE16961769|JAGODZINSKI, AMAURY|1001425822||||||1
BE02845998|SPAEY, ANNA|813997274||||||1
BE13913936|GOLD TRADING COMPANY MARTIN GMBH BO|775548355|JAKOBSTRAßE|117||52064|AACHEN|1
BE13913936|Gold Trading Company Martin GmbH|2355736357|Rue Léon Defuisseaux|45||7080|Frameries|0
BE13913936|Gold Trading Company Martin GmbH|2355736258|Rue de la Montagne(Wal)|26||5650|Walcourt|0
BE13913936|Gold Trading Company Martin GmbH|2355737248|Chaussée de Nivelles|21 A||5140|Sombreffe|0
BE13913936|Gold Trading Company Martin GmbH|2355737149|Rue du Sabot(L)|21||7870|Lens (Hainaut)|0
BE13913936|Gold Trading Company Martin GmbH|2355736555|Rue de France|9||5600|Philippeville|0
BE02968238|DU ROCHEZ, TIM|633615975||||||1
BE02968238|Du Rochez Tim|2243303855|Werfstraat(Via)|5||9500|Geraardsbergen|0
BE01418042|SKILL SOURCING BV|899753984|BRUSSELBAAN|255||1790|AFFLIGEM|1
BE01418042|Skill Sourcing|2172633516|Brusselbaan|255||1790|Affligem|0
BE09151724|VANDERLINDEN, STEVE|719658737||||||1
BE09151724|Steve's Work Schilder- en Kluswerken|2284486194|Graven Egm. en Hoornlaan|10||3090|Overijse|0
BE03168772|VERMEEREN, KOENRAAD|641981335||||||1
BE05066593|DIERENARTSENPRAKTIJK DE WIMP BV|682757660|HERENTHOUTSEWEG|257||2200|HERENTALS|1
BE05066593|Dierenartsenpraktijk De Wimp|2268745767|Herenthoutseweg(NDW)|257||2200|Herentals|0
BE02961305|HAELDERMANS, RUTH|632446334||||||1
BE04767236|HOPE - HUMANITARIAN OPERATIONS|676898266|RUE DES DEUX EGLISES|39||1000|BRUXELLES|1
BE04767236|HOPE - Humanitarian OPErations|2340835573|Rue des Deux Eglises|39||1000|Bruxelles|0
BE00922954|DENEYER, CAROLINE|808446597||||||1
BE00922954||2174839770|Avenue des Vallées|72||1341|Ottignies-Louvain-la-Neuve|0
BE00020964|TRAFFIC SERVICE BVBA|402661648|CHAUSSÉE DE HELMET, 111(113(115|||1030|SCHAERBEEK|1
BE02578590|BART DE SAEGER BV|846782482|KATTESTRAAT|6||1730|ASSE|1
BE02578590||2211090056|Kattestraat|6||1730|Asse|0
BE05023108|DAME, LOLITA|681810327||||||1
BE05023108||2268010052|Rue de la Ligne(ROI)|15||7387|Honnelles|0
BE09878377|HAN, UGUR|733937830||||||1
BE09878377|AUTO'S MURATHAN|2292934993|Marktstraat|32||3600|Genk|0
BE01388806|FEYS, BRAM|896739957||||||1
BE01388806|Feys Bram|2169530902|Oliebergstraat|100||8540|Deerlijk|0
BE00376241|DR. F. CAUWENBERGS BVBA|461360110|GELDENAAKSEBAAN|264 / 2.01||3001|LEUVEN|1
BE00376241|DR. F. Cauwenbergs|2228073766|Geldenaaksebaan|264||3001|Leuven|0
BE12744819|BIMTECH BV|758368764|KROMMEWEGE|31 / G||9990|MALDEGEM|1
BE12744819|BimTech|2310277209|Krommewege|31||9990|Maldegem|0
BE01364816|LVHC-CONSULTING SRL|894274870|CLOS DES LAURIERS|33 / B||1150|WOLUWE-SAINT-PIERRE|1
BE01364816|LVHC - Consulting|2167404424|Clos des Lauriers|33||1150|Woluwe-Saint-Pierre|0
BE09058236|NOURIM SPRL|717740810|RUE DU MOULIN|76||6740|ETALLE|1
BE00342890|FINO NV|456886925|ROTSTRAAT|16||9140|TEMSE|1
BE00342890||2078081181|Rotstraat|16||9140|Temse|0
BE00296961|IMMO ZANDVOORT NV|450356152|GROTE MARKT|6 / 2||2850|BOOM|1
BE00296961|IMMO ZANDVOORT|2062860495|Grote Markt|6||2850|Boom|0
BE08966116|SIEBE VERSWIJVEL ARCHITECT BV|716707066|HAZENSTRAAT|50||2500|LIER|1
BE08966116|SIEBE VERSWIJVEL ARCHITECT|2283337339|Veldstraat(Kessel)|2 B||2560|Nijlen|0
BE00278122|EMERAUDE SA|447562750|PLACE MADOU|6 / 7||1210|SAINT-JOSSE-TEN-NOODE|1
BE02550944|DE LEENER KEVIN BV|843285534|VOLLEZELESTRAAT|63||1570|GALMAARDEN|1
BE02550944|De Leener Kevin|2209472136|Vollezelestraat|63||1570|Galmaarden|0
BE03875766|PAUWELS, GREET|659942369||||||1
BE01234504|ARCHITECTENBURO JAN J MARTELE BV|880602721|SNEPPENWEG|1||8020|OOSTKAMP|1
BE01234504|ARCHITECTENBURO JAN J MARTELE|2190511705|Rapaertstraat|2||8020|Oostkamp|0
BE00235116|CARL ZEISS NV|440998523|IKAROSLAAN|49||1930|ZAVENTEM|1
BE00235116|CARL ZEISS|2355767932|Interleuvenlaan|15F||3001|Leuven|0
BE02739678|SHARI RUZZI VOF|559883307|HOFSTEDE|4 / 3.1||3600|GENK|1
BE02739678|SHARI RUZZI|2237510579|Kapiteinstraat|2||3530|Houthalen-Helchteren|0
BE00985943|VIT'ALE MANNE CV|819957331|RUE DES FOSSÉS|18||7500|TOURNAI|1
BE00985943||2207908060|Rue de l'Ancienne Potence(FRY)|21||7503|Tournai|0
BE00099739|SERVICE D'AIDE AUX JUSTICIABLES DE L'ARRONDISSEMENT JUDICIAIRE DU LUXEMBOURG - DIVISION ARLON ASBL|418309431|RUE DE LA BANQUE|12||6700|ARLON|1
BE00099739|Service d'Aide Sociale aux Justiciables de l'Arrondissement d'Arlon|2159443989|Rue de la Banque|12||6700|Arlon|0
BE01472748|LES 3 FRERES SPRL|832830716|RUE DES JUIFS, NEERH.|2||1357|HÉLÉCINE|1
BE01472748|-|2195379917|Rue des Juifs, Neerh.|2||1357|Hélécine|0
BE00379926|4RETAIL BV|461829173|DRIEHOEKSTRAAT|104||2240|ZANDHOVEN|1
BE00379926||2333764372|De Keyserlei|5||2018|Antwerpen|0
BE00579951|T'SERSTEVENS, BÉATRICE|562522596||||||1
BE00579951||2034128305|Avenue Ferdinand Nicolay|18 A||4970|Stavelot|0
BE10909317|WHIRLSWIRL|753873310|'S GRAVENSTRAAT|38E||9810|NAZARETH|1
BE10909317|Whirlswirl|2306893788|Chaussée de Waterloo|1376||1180|Uccle|0
BE10816496|IACOB, MIHAELA|751713871||||||1
BE10816496|Iacob's Art&Craft|2305302691|Gitsevoetweg|9||8810|Lichtervelde|0
BE12741743|FRAIDI CARS BV|757940281|ASSESTEENWEG|116 A||1740|TERNAT|1
BE12741743|FRAIDI CARS|2309394410|Rue des Tournesols|4||1070|Anderlecht|0
BE01496764|VERCLEVEN, EUGÈNE|668168167||||||1
BE01496764||2129788616|Rue de la Rouge Croix(D)|38||7711|Mouscron|0
BE01517350|BRABANT INVESTMENT CY SA|402594441|AV MARÉCHAL JOFFRE|108||1190|FOREST|1
BE02012722|VAN STAEYEN, KEVIN|685290746||||||1
BE02012722|Kevin C.S. Van Staeyen|2232682058|Hertenweg|5||3690|Zutendaal|0
BE01877822|MINNEN, ARMAND|731047923||||||1
BE01877822||2041195942|Dwarsstraat|3||2470|Retie|0
BE00523542|HOFFMAN, MARCEL|506432743||||||1
BE00523542||2119352505|Pelikaanstraat|86||2018|Antwerpen|0
BE10941928|BVE CONSULTANCY BV|754681576|WEINEVELD|7||8020|OOSTKAMP|1
BE10941928|BVE CONSULTANCY|2307743826|Weineveld|7||8020|Oostkamp|0
BE14736832|PHYSIO – O.G. SRL|785375742|RUE DE LA PROCESSION|79||1070|ANDERLECHT|1
BE14736832|PHYSIO – O.G|2331998477|Rue de la Procession|79||1070|Anderlecht|0
BE14170250|ADK CARS BV|778805971|NERVIËRSSTRAAT|49||1730|ASSE|1
BE14170250||2326333974|Nerviërsstraat|49||1730|Asse|0
BE10882163|GROOTOUDERS VOOR HET KLIMAAT VZW|753407116|KERKSTRAAT|58||2640|MORTSEL|1
BE10882163|Grootouders voor het Klimaat|2355786738|Kerkstraat|48||2640|Mortsel|0
BE10882163|Bond Beter Leefmilieu|2355787035|Rue des Deux Eglises|47||1000|Bruxelles|0
BE00569136|DE MEY, RUDI|551654836||||||1
BE00569136||2042891561|Chaussée de Ninove|574||1070|Anderlecht|0
BE00569136|THE KENNEDY|2042891660|de Vironstraat|12||1730|Asse|0
BE10826050|CIFTCI 76 SRL|751822353|RUE DE LA COLONNE|1 / A||1080|MOLENBEEK-SAINT-JEAN|1
BE10826050|CIFTCI 76|2305880436|Rue du Vigneron|27||6040|Charleroi|0
BE10826050||2355732496|Rue Chapelle Baussart|59||6001|Charleroi|0
BE13673286|YAALA TRANSPORT SRL|773728121|AVENUE DE STALINGRAD|52||1000|BRUXELLES|1
BE13673286|YAALA TRANSPORT|2322331240|Egelstraat|13||1700|Dilbeek|0
BE02834121|KERREMANS, LEEN|541722135||||||1
BE16451225|HRITANI, ANDREAS|801763891||||||1
BE01347066|RENNOTTE, XAVIER|892441471||||||1
BE01347066|XAVIER RENNOTTE|2165329218|Hertogenlaan|97||1970|Wezembeek-Oppem|0
BE00845705|DE GEND, JEAN|750377746||||||1
BE16395841|LES CARRIOLES EN VADROUILLE SRL|801229797|BLD EMILE-DE-LAVELEYE|191||4020|LIÈGE|1
BE16395841|LES CARRIOLES EN VADROUILLE|2344864340|Avenue du Luxembourg|44||4020|Liège|0
BE13778872|BOECKX, PETER|774350406||||||1
BE13778872||2321710440|Hagedoornlaan|17||2240|Zandhoven|0
BE00779344|OLIJSLAGERS, MARC|708854620||||||1
BE00779344||2126435879|Groefstraat|5||3000|Leuven|0
BE14247865|BLUE SUMMIT BV|780418745|STEINEWEG|12||3293|DIEST|1
BE14247865|BLUE SUMMIT|2326317346|Steineweg|12||3293|Diest|0
BE01517343|BERMA BVBA|402591966|SCHILDERKUNSTLAAN|81||1700|DILBEEK|1
BE16928421|DR FS OFT BV|1001121657|REFUGEHOF|18 / 101||3000|LEUVEN|1
BE16928421|Dr FS Oft|2351657805|Emile Van Arenberghstraat|7||3000|Leuven|0
BE09395502|RAHMAN, MASUD-UR|725559109||||||1
BE09395502||2288087468|Rue de Bruxelles|40||5000|Namur|0
BE13638017|FRÈRE, JULIETTE|773322503|RUE DES SAPOIS|36||5575|GEDINNE|1
BE13638017||2321949475|Rue de Dinant|185||5570|Beauraing|0
BE16015041|ALASLI, M|797053354||||||1
BE16015041|EXA Group|2348242811|Veldstraat|104||9140|Temse|0
BE16163433|HOFMAN LANDSCAPE SRL|798802819|AVENUE G. E. LEBON|13||1160|AUDERGHEM|1
BE16163433|Hofman Landscape|2342895438|Rue des Minières(DX)|51||5020|Namur|0
BE15788287|LDW ANIMEDICAL BV|793342313|'T HOOGSTE|47||2880|BORNEM|1
BE15788287|LDW ANIMEDICAL|2337784330|'t Hoogste(BOR)|47||2880|Bornem|0
BE10589803|PELIN 2018 BV|746834375|STEENWEG OP MECHELEN|455 / 1||1950|KRAAINEM|1
BE10589803||2302512259|Rue Henri Vieuxtemps|50||1070|Anderlecht|0
BE13475231|NAERT, ROBBE|770553548||||||1
BE04267910|LAMBOT, JACQUELINE|667654463||||||1
BE04267910||2259287178|Avenue Marc Henri Van Laer|68||1070|Anderlecht|0
BE00717457|TEERLINCK, RIK|673469020||||||1
BE00717457|TR-Foodservice|2237362804|Bruggesteenweg|94A||8755|Ruiselede|0
BE02693195|DE MUNSTER, SASKIA|542894647||||||1
BE02693195|TIKKELS - TANTE & NONKEL|2225269476|Henri Lebbestraat|188||8790|Waregem|0
BE02821589|GRÜNNFELD, ETTY|628647102||||||1
BE02821589||2241046626|Lange Leemstraat|201||2018|Antwerpen|0
BE17255719|PÉPINS FRAISES ASBL|1003249422|RUE MAURICE WILMOTTE|68||1060|SAINT-GILLES|1
BE17255719||2355785352|Place de la Reine|16||1030|Schaerbeek|0
BE01517679|SOCIÉTÉ COMMERCIALE ET DE GESTION DE LA GRAND'PLACE SPRL|402852183|GRAND-PLACE|11||1000|BRUXELLES|1
BE16719692|WERTELAERS BV|804625589|RUNKSTERSTEENWEG|129||3500|HASSELT|1
BE16719692|Wertelaers|2347999519|Beukenstraat|1||3500|Hasselt|0
BE12747319|RM PROJECT SRL|758404792|BERNISTER-R.DE LA VIEILLE FERME|6||4960|MALMEDY|1
BE12747319|RM Project|2310746371|Bernister-R.de la Vieille Ferme|6||4960|Malmedy|0
BE02027187|CEULEMANS, FRANÇOIS|501445062||||||1
BE02027187||2142009923|Zusters van O.-L.-Vrouwstraat|5||2170|Antwerpen|0
BE13507684|VENTURI, LAURA|770976289||||||1
BE13507684|VENTURI LAURA|2319184777|Rue Lantin|69||6043|Charleroi|0
BE00112250|ZONNELIED VZW|420607638|KLOOSTERSTRAAT|7||1761|ROOSDAAL|1
BE00112250|Optempo|2355764170|Kloosterstraat|50||1745|Opwijk|0
BE16797503|ARNDELL, LEROY|805534619|KORBEEK-LOSESTRAAT|122||3360|BIERBEEK|1
BE16797503|EK Group|2349146592|Groefstraat|5||3000|Leuven|0
BE09762219|THE EL COMPANY BV|731563013|DEERLIJKSESTRAAT|57||8500|KORTRIJK|1
BE09692477|FLORIA, CONSTANTIN|729693683||||||1
BE09692477||2290606401|Rue de Birmingham|312||1070|Anderlecht|0
BE01089969|CLOSE, YVETTE|863691760||||||1
BE04753809|AXA DESIGN SPRL|676712283|RUE VANDERDUSSEN|20||1080|MOLENBEEK-SAINT-JEAN|1
BE04753809|Axa Design|2277472007|Rue Vanderdussen|20||1080|Molenbeek-Saint-Jean|0
BE16930205|DR. EVH, OOGARTS BV|1001121360|REFUGEHOF|18 / 101||3000|LEUVEN|1
BE16930205|Dr. EVH, oogarts|2351661664|Emile Van Arenberghstraat|7||3000|Leuven|0
BE00018920|PIDE NV|402095781|AVENUE DE L'HIPPODROME|28||1050|IXELLES|1
BE00018920||2000616486|Avenue de l'Hippodrome|28||1050|Ixelles|0
BE00177723|CENTRE D'ART CONTEMPORAIN DU LUXEMBOURG BELGE ASBL|431776296|RUE DU MOULIN|35||6740|ETALLE|1
BE00177723|CENTRE D'ART CONTEMPORAIN DU LUXEMBOURG|2179143206|Rue de Montauban,Buzenol|SN||6743|Etalle|0
BE03488655|BREBELS, HENRICUS|649523084||||||1
BE03488655||2250546785|Schutterstraat|8||3950|Bocholt|0
BE02726145|RYMENANS, SVEN|542551880||||||1
BE02602089|IBRUGES VOF|849730787|MARIA-HENDRIKALAAN|8||8420|DE HAAN|1
BE02602089|iBruges|2214064887|Maria-Hendrikalaan|10||8420|De Haan|0
BE02017147|FONDERIES DU LION SA|402560094|RUE DU LION|11||5660|COUVIN|1
BE06524577|BRESMAL, GWENAËLLE|712770648||||||1
BE04478472|KANAZOE, MAMOUNATA|671830809||||||1
BE01373072|IAA CONSULT BVBA|895120354|SINT-JOBSTRAAT|34 / 1||3550|HEUSDEN-ZOLDER|1
BE01373072|IAA|2168508838|Sint-Jobstraat|34||3550|Heusden-Zolder|0
BE09786975|WAEYENBERGH, DIMITRI|731834316||||||1
BE09786975||2291865718|Avenue Paul Hymans|53||1200|Woluwe-Saint-Lambert|0
BE00021453|ICEBERG NV|402805366|RUE DES ALLIÉS|323||1190|FOREST|1
BE03911885|AYENEEDA SPRL|660909795|AVENUE DE L'HIPPODROME|36||1050|IXELLES|1
BE05217952|EASY VAN CONCEPT SPRL|685684090|AVENUE GÉNÉRAL GRACIA|1 / 1C42||5170|PROFONDEVILLE|1
BE00429900|AGENCE IMMOBILIERE SOCIALE D'UCCLE ASBL|469541069|RUE DE STALLE|77||1180|UCCLE|1
BE00429900|AGENCE IMMOBILIERE SOCIALE D'UCCLE|2198084732|Rue de Stalle|77||1180|Uccle|0
BE02800512|BYNUBIAN BV|597941454|ELYZEESE VELDEN|6||9000|GENT|1
BE02800512|byNubian|2239862434|Elyzeese Velden|6||9000|Gent|0
BE00091666|JAN BLONDEEL & ZOON ALGEMENE BOUWWERKEN BV|416730311|LEDEZIJDESTRAAT|59||9340|LEDE|1
BE00091666||2013189963|Ledezijdestraat|59||9340|Lede|0
BE09987518|KAZMENKO, ALEKSANDR|736354714||||||1
BE09987518||2294379503|Leedsestraat (WAN)|11E||9772|Kruisem|0
BE02536424|MEDIDEFOIN SRL|841633069|AVENUE DE FONTAINEBLEAU|36||1380|LASNE|1
BE02536424|MEDIDEFOIN|2205693094|Grand'Route|190-1||1428|Braine-l'Alleud|0
BE02538236|BRUYNEEL THOMAS BVBA|841434418|KEIZER KARELSTRAAT|152||9000|GENT|1
BE02538236|Bruyneel Thomas|2206515121|Posterijstraat|1||8793|Waregem|0
BE00191537|ATELIER LIÉGEOIS POUR LA PROMOTION DE L'HISTOIRE ET DES ARCHIVES SOCIALES ASBL|433928609|RUE NAGELMACKERS|11 / 12||4000|LIÈGE|1
BE00191537|Institut Liègeois d'Histoire sociale|2196088314|Esplanade de la Mairie|1||4102|Seraing|0
BE04986267|ADM-CONCEPT|681376203|HEULSESTRAAT|14 / 2||8860|LENDELEDE|1
BE04986267|ADM-concept|2269831969|Zuiderlaan|37||8790|Waregem|0
BE00010621|OFFICE WALLON DE LA FORMATION PROFESSIONNELLE ET DE L'EMPLOI ETSPUBLI|236363165|BOULEVARD JOSEPH TIROU|104||6000|CHARLEROI|1
BE00371696|J.L. GYNECOLOGIE BV|460775239|BARON BRUGMANN DE WALZINPLEIN|1||1933|ZAVENTEM|1
BE00371696||2355752787|Baron Brugmann de Walzinplein|1||1933|Zaventem|0
BE00952266|TRIXXO IX SRL|811496159|INDUSTRIELAAN|32||3730|HOESELT|1
BE00952266|Trixxo Wijer|2312167719|Verlaerstraat|203||3850|Nieuwerkerken (Limb.)|0
BE00485559|HA@BW NV|476992550|KLEISTRAAT|3||9700|OUDENAARDE|1
BE00485559||2245234749|Kleistraat|3||9700|Oudenaarde|0
BE00999367|ZUTTERMAN AANNEMINGEN BV|821773607|FLANDRIASTRAAT|25||8480|ICHTEGEM|1
BE00999367|ZUTTERMAN AANNEMINGEN BVBA|2184433367|Flandriastraat(EER)|25||8480|Ichtegem|0
BE00300568|AIRLIB SA|450887870|LIBRAMONT,AVENUE DE BOUILLON|108||6800|LIBRAMONT-CHEVIGNY|1
BE03684408|HAND 2 HAND BVBA|653899170|FRITZ DE BEULESTRAAT|84||9000|GENT|1
BE03684408|Hand 2 Hand|2252963174|Europark|2030||3530|Houthalen-Helchteren|0
BE00457307|DOKTER ORBIE BV|473950809|CATHILLEWEG|3||8490|JABBEKE|1
BE00457307||2355725766|Karel Janssenslaan|41||8400|Oostende|0
BE01929062|VAN HECKE, MICHEL|746115882||||||1
BE01929062||2039950976|Nieuwlaan|8||1560|Hoeilaart|0
BE10760185|SBEN'ERGY BV|750518001|RUE HAUTE|56C||4650|HERVE|1
BE10760185|SBen'ergy|2304699709|Avenue des Biolleux|3||4800|Verviers|0
BE15928619|DOCTEUR NASSIM BENLAFYA SRL|794958550|RUE DES PÂTURAGES|37||4520|WANZE|1
BE15928619||2339760457|Rue des Pâturages(ANT)|37||4520|Wanze|0
